token,order,order_within_block,order_n,reunit_d,none_d,cond,task,final_value,true_value,abs_diff,abs_diff_ratio,slide_count
phyc4ziqduktz8abu9xhzd7vilqzv4lwfblk01viah8478pvi,reunit_first,1,9,0,1,none,task1,36,60.121,24.121,0.401207565,1
phyc4ziqduktz8abu9xhzd7vilqzv4lwfblk01viah8478pvi,reunit_first,2,10,0,1,none,task11,3,3.8,0.8,0.210526316,1
phyc4ziqduktz8abu9xhzd7vilqzv4lwfblk01viah8478pvi,reunit_first,3,11,0,1,none,task12,4,3.3,0.7,0.212121212,1
phyc4ziqduktz8abu9xhzd7vilqzv4lwfblk01viah8478pvi,reunit_first,4,12,0,1,none,task2,200,227.429,27.429,0.120604672,1
phyc4ziqduktz8abu9xhzd7vilqzv4lwfblk01viah8478pvi,reunit_first,5,13,0,1,none,task5,878,580,298,0.513793103,2
phyc4ziqduktz8abu9xhzd7vilqzv4lwfblk01viah8478pvi,reunit_first,6,14,0,1,none,task6,300,215,85,0.395348837,1
phyc4ziqduktz8abu9xhzd7vilqzv4lwfblk01viah8478pvi,reunit_first,7,15,0,1,none,task7,7,2.8,4.2,1.5,1
phyc4ziqduktz8abu9xhzd7vilqzv4lwfblk01viah8478pvi,reunit_first,8,16,0,1,none,task9,2.5,3.2,0.7,0.21875,2
pr01wrrmhza1zgt6li1d17,reunit_first,1,9,0,1,none,task1,50,60.121,10.121,0.16834384,0
pr01wrrmhza1zgt6li1d17,reunit_first,2,10,0,1,none,task11,2,3.8,1.8,0.473684211,0
pr01wrrmhza1zgt6li1d17,reunit_first,3,11,0,1,none,task12,1,3.3,2.3,0.696969697,0
pr01wrrmhza1zgt6li1d17,reunit_first,4,12,0,1,none,task2,50,227.429,177.429,0.780151168,0
pr01wrrmhza1zgt6li1d17,reunit_first,5,13,0,1,none,task5,200,580,380,0.655172414,1
pr01wrrmhza1zgt6li1d17,reunit_first,6,14,0,1,none,task6,400,215,185,0.860465116,0
pr01wrrmhza1zgt6li1d17,reunit_first,7,15,0,1,none,task7,6,2.8,3.2,1.142857143,5
pr01wrrmhza1zgt6li1d17,reunit_first,8,16,0,1,none,task9,4,3.2,0.8,0.25,0
pwrxeawyqod2tm1lsjlhu9,none_first,1,1,0,1,none,task1,50,60.121,10.121,0.16834384,1
pwrxeawyqod2tm1lsjlhu9,none_first,2,2,0,1,none,task11,4.6,3.8,0.8,0.210526316,1
pwrxeawyqod2tm1lsjlhu9,none_first,3,3,0,1,none,task12,4.5,3.3,1.2,0.363636364,1
pwrxeawyqod2tm1lsjlhu9,none_first,4,4,0,1,none,task2,183,227.429,44.429,0.195353275,1
pwrxeawyqod2tm1lsjlhu9,none_first,5,5,0,1,none,task5,999,580,419,0.722413793,1
pwrxeawyqod2tm1lsjlhu9,none_first,6,6,0,1,none,task6,500,215,285,1.325581395,1
pwrxeawyqod2tm1lsjlhu9,none_first,7,7,0,1,none,task7,2,2.8,0.8,0.285714286,2
pwrxeawyqod2tm1lsjlhu9,none_first,8,8,0,1,none,task9,8,3.2,4.8,1.5,1
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,1,1,0,1,none,task1,39,60.121,21.121,0.351308195,1
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,2,2,0,1,none,task1,39,60.121,21.121,0.351308195,1
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,3,3,0,1,none,task11,4.3,3.8,0.5,0.131578947,2
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,4,4,0,1,none,task11,4.3,3.8,0.5,0.131578947,2
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,5,5,0,1,none,task12,4,3.3,0.7,0.212121212,3
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,6,6,0,1,none,task12,4,3.3,0.7,0.212121212,3
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,7,7,0,1,none,task2,256,227.429,28.571,0.12562602,1
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,8,8,0,1,none,task2,256,227.429,28.571,0.12562602,1
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,1,1,0,1,none,task5,321,580,259,0.446551724,1
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,2,2,0,1,none,task5,321,580,259,0.446551724,1
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,3,3,0,1,none,task6,409,215,194,0.902325581,1
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,4,4,0,1,none,task6,409,215,194,0.902325581,1
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,5,5,0,1,none,task7,4.7,2.8,1.9,0.678571429,1
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,6,6,0,1,none,task7,4.7,2.8,1.9,0.678571429,1
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,7,7,0,1,none,task9,5.4,3.2,2.2,0.6875,2
q40i24squ3frjwu49qibjra4iedvvqwzf1l2uxtq2uv5k7f1or,none_first,8,8,0,1,none,task9,5.4,3.2,2.2,0.6875,2
qko29i6uq6z1blhczudgkqpvikoqwythwwl9dcen06u6snstt9,reunit_first,1,9,0,1,none,task1,62,60.121,1.879,0.031253638,1
qko29i6uq6z1blhczudgkqpvikoqwythwwl9dcen06u6snstt9,reunit_first,2,10,0,1,none,task11,4,3.8,0.2,0.052631579,1
qko29i6uq6z1blhczudgkqpvikoqwythwwl9dcen06u6snstt9,reunit_first,3,11,0,1,none,task12,3.3,3.3,0,0,1
qko29i6uq6z1blhczudgkqpvikoqwythwwl9dcen06u6snstt9,reunit_first,4,12,0,1,none,task2,160,227.429,67.429,0.296483738,1
qko29i6uq6z1blhczudgkqpvikoqwythwwl9dcen06u6snstt9,reunit_first,5,13,0,1,none,task5,254,580,326,0.562068966,1
qko29i6uq6z1blhczudgkqpvikoqwythwwl9dcen06u6snstt9,reunit_first,6,14,0,1,none,task6,80,215,135,0.627906977,2
qko29i6uq6z1blhczudgkqpvikoqwythwwl9dcen06u6snstt9,reunit_first,7,15,0,1,none,task7,3.6,2.8,0.8,0.285714286,1
qko29i6uq6z1blhczudgkqpvikoqwythwwl9dcen06u6snstt9,reunit_first,8,16,0,1,none,task9,4,3.2,0.8,0.25,1
qr0dbd4jixy0hgflaqv6ajorrqv276lxsdxdnx21txirudi,none_first,1,1,0,1,none,task1,45,60.121,15.121,0.251509456,2
qr0dbd4jixy0hgflaqv6ajorrqv276lxsdxdnx21txirudi,none_first,2,2,0,1,none,task11,3.5,3.8,0.3,0.078947368,1
qr0dbd4jixy0hgflaqv6ajorrqv276lxsdxdnx21txirudi,none_first,3,3,0,1,none,task12,3.5,3.3,0.2,0.060606061,1
qr0dbd4jixy0hgflaqv6ajorrqv276lxsdxdnx21txirudi,none_first,4,4,0,1,none,task2,200,227.429,27.429,0.120604672,1
qr0dbd4jixy0hgflaqv6ajorrqv276lxsdxdnx21txirudi,none_first,5,5,0,1,none,task5,1001,580,421,0.725862069,6
qr0dbd4jixy0hgflaqv6ajorrqv276lxsdxdnx21txirudi,none_first,6,6,0,1,none,task6,251,215,36,0.16744186,1
qr0dbd4jixy0hgflaqv6ajorrqv276lxsdxdnx21txirudi,none_first,7,7,0,1,none,task7,5,2.8,2.2,0.785714286,2
qr0dbd4jixy0hgflaqv6ajorrqv276lxsdxdnx21txirudi,none_first,8,8,0,1,none,task9,3,3.2,0.2,0.0625,1
qzxz7v0dw0vueenvjm0r7ldiwy8jws7880dto8k5snbdwjyvi,none_first,1,1,0,1,none,task1,40,60.121,20.121,0.334675072,2
qzxz7v0dw0vueenvjm0r7ldiwy8jws7880dto8k5snbdwjyvi,none_first,2,2,0,1,none,task11,4.5,3.8,0.7,0.184210526,2
qzxz7v0dw0vueenvjm0r7ldiwy8jws7880dto8k5snbdwjyvi,none_first,3,3,0,1,none,task12,4.5,3.3,1.2,0.363636364,2
qzxz7v0dw0vueenvjm0r7ldiwy8jws7880dto8k5snbdwjyvi,none_first,4,4,0,1,none,task2,250,227.429,22.571,0.09924416,2
qzxz7v0dw0vueenvjm0r7ldiwy8jws7880dto8k5snbdwjyvi,none_first,5,5,0,1,none,task5,900,580,320,0.551724138,2
qzxz7v0dw0vueenvjm0r7ldiwy8jws7880dto8k5snbdwjyvi,none_first,6,6,0,1,none,task6,300,215,85,0.395348837,3
qzxz7v0dw0vueenvjm0r7ldiwy8jws7880dto8k5snbdwjyvi,none_first,7,7,0,1,none,task7,4,2.8,1.2,0.428571429,1
qzxz7v0dw0vueenvjm0r7ldiwy8jws7880dto8k5snbdwjyvi,none_first,8,8,0,1,none,task9,4,3.2,0.8,0.25,1
reddvprgbsbeoa5rmupeklnmiyd4vfgxubkemgksmswcqbbj4i,none_first,1,1,0,1,none,task1,90,60.121,29.879,0.496981088,2
reddvprgbsbeoa5rmupeklnmiyd4vfgxubkemgksmswcqbbj4i,none_first,2,2,0,1,none,task11,5.1,3.8,1.3,0.342105263,2
reddvprgbsbeoa5rmupeklnmiyd4vfgxubkemgksmswcqbbj4i,none_first,3,3,0,1,none,task12,3.5,3.3,0.2,0.060606061,1
reddvprgbsbeoa5rmupeklnmiyd4vfgxubkemgksmswcqbbj4i,none_first,4,4,0,1,none,task2,94,227.429,133.429,0.586684196,1
reddvprgbsbeoa5rmupeklnmiyd4vfgxubkemgksmswcqbbj4i,none_first,5,5,0,1,none,task5,202,580,378,0.651724138,1
reddvprgbsbeoa5rmupeklnmiyd4vfgxubkemgksmswcqbbj4i,none_first,6,6,0,1,none,task6,205,215,10,0.046511628,1
reddvprgbsbeoa5rmupeklnmiyd4vfgxubkemgksmswcqbbj4i,none_first,7,7,0,1,none,task7,4.8,2.8,2,0.714285714,1
reddvprgbsbeoa5rmupeklnmiyd4vfgxubkemgksmswcqbbj4i,none_first,8,8,0,1,none,task9,5,3.2,1.8,0.5625,2
si3cfnkzfynjunv8zaeylow297ycbt3ay16rfm18g49qlivn29,none_first,1,1,0,1,none,task1,30,60.121,30.121,0.501006304,2
si3cfnkzfynjunv8zaeylow297ycbt3ay16rfm18g49qlivn29,none_first,2,2,0,1,none,task11,4,3.8,0.2,0.052631579,1
si3cfnkzfynjunv8zaeylow297ycbt3ay16rfm18g49qlivn29,none_first,3,3,0,1,none,task12,3,3.3,0.3,0.090909091,1
si3cfnkzfynjunv8zaeylow297ycbt3ay16rfm18g49qlivn29,none_first,4,4,0,1,none,task2,200,227.429,27.429,0.120604672,2
si3cfnkzfynjunv8zaeylow297ycbt3ay16rfm18g49qlivn29,none_first,5,5,0,1,none,task5,300,580,280,0.482758621,2
si3cfnkzfynjunv8zaeylow297ycbt3ay16rfm18g49qlivn29,none_first,6,6,0,1,none,task6,185,215,30,0.139534884,2
si3cfnkzfynjunv8zaeylow297ycbt3ay16rfm18g49qlivn29,none_first,7,7,0,1,none,task7,3,2.8,0.2,0.071428571,1
si3cfnkzfynjunv8zaeylow297ycbt3ay16rfm18g49qlivn29,none_first,8,8,0,1,none,task9,2.5,3.2,0.7,0.21875,1
sr26kbv6ehhknf6s41mj9k93fogkvt8fthqwtegdaqldw8kt9,reunit_first,1,9,0,1,none,task1,47,60.121,13.121,0.21824321,1
sr26kbv6ehhknf6s41mj9k93fogkvt8fthqwtegdaqldw8kt9,reunit_first,2,10,0,1,none,task11,4.7,3.8,0.9,0.236842105,1
sr26kbv6ehhknf6s41mj9k93fogkvt8fthqwtegdaqldw8kt9,reunit_first,3,11,0,1,none,task12,3.5,3.3,0.2,0.060606061,1
sr26kbv6ehhknf6s41mj9k93fogkvt8fthqwtegdaqldw8kt9,reunit_first,4,12,0,1,none,task2,151,227.429,76.429,0.336056528,1
sr26kbv6ehhknf6s41mj9k93fogkvt8fthqwtegdaqldw8kt9,reunit_first,5,13,0,1,none,task5,829,580,249,0.429310345,1
sr26kbv6ehhknf6s41mj9k93fogkvt8fthqwtegdaqldw8kt9,reunit_first,6,14,0,1,none,task6,204,215,11,0.051162791,1
sr26kbv6ehhknf6s41mj9k93fogkvt8fthqwtegdaqldw8kt9,reunit_first,7,15,0,1,none,task7,3.6,2.8,0.8,0.285714286,1
sr26kbv6ehhknf6s41mj9k93fogkvt8fthqwtegdaqldw8kt9,reunit_first,8,16,0,1,none,task9,5,3.2,1.8,0.5625,1
srww42tx9wg2o2msenm1mj9k9jehdwfnyi30kwq55eelrnqaor,none_first,1,1,0,1,none,task1,30,60.121,30.121,0.501006304,1
srww42tx9wg2o2msenm1mj9k9jehdwfnyi30kwq55eelrnqaor,none_first,2,2,0,1,none,task11,4.5,3.8,0.7,0.184210526,2
srww42tx9wg2o2msenm1mj9k9jehdwfnyi30kwq55eelrnqaor,none_first,3,3,0,1,none,task12,3.5,3.3,0.2,0.060606061,2
srww42tx9wg2o2msenm1mj9k9jehdwfnyi30kwq55eelrnqaor,none_first,4,4,0,1,none,task2,200,227.429,27.429,0.120604672,3
srww42tx9wg2o2msenm1mj9k9jehdwfnyi30kwq55eelrnqaor,none_first,5,5,0,1,none,task5,1020,580,440,0.75862069,1
srww42tx9wg2o2msenm1mj9k9jehdwfnyi30kwq55eelrnqaor,none_first,6,6,0,1,none,task6,250,215,35,0.162790698,2
srww42tx9wg2o2msenm1mj9k9jehdwfnyi30kwq55eelrnqaor,none_first,7,7,0,1,none,task7,4,2.8,1.2,0.428571429,2
srww42tx9wg2o2msenm1mj9k9jehdwfnyi30kwq55eelrnqaor,none_first,8,8,0,1,none,task9,6,3.2,2.8,0.875,0
t87k6sebs9g4fx04capv83,reunit_first,1,9,0,1,none,task1,30,60.121,30.121,0.501006304,1
t87k6sebs9g4fx04capv83,reunit_first,2,10,0,1,none,task11,5,3.8,1.2,0.315789474,1
t87k6sebs9g4fx04capv83,reunit_first,3,11,0,1,none,task12,3,3.3,0.3,0.090909091,1
t87k6sebs9g4fx04capv83,reunit_first,4,12,0,1,none,task2,185,227.429,42.429,0.186559322,1
t87k6sebs9g4fx04capv83,reunit_first,5,13,0,1,none,task5,502,580,78,0.134482759,1
t87k6sebs9g4fx04capv83,reunit_first,6,14,0,1,none,task6,162,215,53,0.246511628,1
t87k6sebs9g4fx04capv83,reunit_first,7,15,0,1,none,task7,2.5,2.8,0.3,0.107142857,1
t87k6sebs9g4fx04capv83,reunit_first,8,16,0,1,none,task9,4,3.2,0.8,0.25,1
tnbddvrr3kfn3ysmtt6v42t9qzllko4345z98z3gnjerhehfr,reunit_first,1,9,0,1,none,task1,39,60.121,21.121,0.351308195,1
tnbddvrr3kfn3ysmtt6v42t9qzllko4345z98z3gnjerhehfr,reunit_first,2,10,0,1,none,task11,3.8,3.8,0,0,1
tnbddvrr3kfn3ysmtt6v42t9qzllko4345z98z3gnjerhehfr,reunit_first,3,11,0,1,none,task12,4.1,3.3,0.8,0.242424242,1
tnbddvrr3kfn3ysmtt6v42t9qzllko4345z98z3gnjerhehfr,reunit_first,4,12,0,1,none,task2,250,227.429,22.571,0.09924416,1
tnbddvrr3kfn3ysmtt6v42t9qzllko4345z98z3gnjerhehfr,reunit_first,5,13,0,1,none,task5,1200,580,620,1.068965517,1
tnbddvrr3kfn3ysmtt6v42t9qzllko4345z98z3gnjerhehfr,reunit_first,6,14,0,1,none,task6,451,215,236,1.097674419,1
tnbddvrr3kfn3ysmtt6v42t9qzllko4345z98z3gnjerhehfr,reunit_first,7,15,0,1,none,task7,6.5,2.8,3.7,1.321428571,1
tnbddvrr3kfn3ysmtt6v42t9qzllko4345z98z3gnjerhehfr,reunit_first,8,16,0,1,none,task9,3.2,3.2,0,0,1
utgap0taqtr19k9dl6y43fx0qeel8fr,reunit_first,1,9,0,1,none,task1,18,60.121,42.121,0.700603782,1
utgap0taqtr19k9dl6y43fx0qeel8fr,reunit_first,2,10,0,1,none,task11,3.9,3.8,0.1,0.026315789,1
utgap0taqtr19k9dl6y43fx0qeel8fr,reunit_first,3,11,0,1,none,task12,3.6,3.3,0.3,0.090909091,1
utgap0taqtr19k9dl6y43fx0qeel8fr,reunit_first,4,12,0,1,none,task2,200,227.429,27.429,0.120604672,2
utgap0taqtr19k9dl6y43fx0qeel8fr,reunit_first,5,13,0,1,none,task5,518,580,62,0.106896552,1
utgap0taqtr19k9dl6y43fx0qeel8fr,reunit_first,6,14,0,1,none,task6,66,215,149,0.693023256,1
utgap0taqtr19k9dl6y43fx0qeel8fr,reunit_first,7,15,0,1,none,task7,3,2.8,0.2,0.071428571,1
utgap0taqtr19k9dl6y43fx0qeel8fr,reunit_first,8,16,0,1,none,task9,3.6,3.2,0.4,0.125,1
wb34uomwrslibq88d0gafmch,none_first,1,1,0,1,none,task1,60,60.121,0.121,0.002012608,1
wb34uomwrslibq88d0gafmch,none_first,2,2,0,1,none,task11,3.5,3.8,0.3,0.078947368,1
wb34uomwrslibq88d0gafmch,none_first,3,3,0,1,none,task12,3.5,3.3,0.2,0.060606061,3
wb34uomwrslibq88d0gafmch,none_first,4,4,0,1,none,task2,159,227.429,68.429,0.300880714,3
wb34uomwrslibq88d0gafmch,none_first,5,5,0,1,none,task5,740,580,160,0.275862069,1
wb34uomwrslibq88d0gafmch,none_first,6,6,0,1,none,task6,178,215,37,0.172093023,1
wb34uomwrslibq88d0gafmch,none_first,7,7,0,1,none,task7,3.5,2.8,0.7,0.25,1
wb34uomwrslibq88d0gafmch,none_first,8,8,0,1,none,task9,3.6,3.2,0.4,0.125,3
y1028fqh9nj5jmwtjiulm6,none_first,1,1,0,1,none,task1,40,60.121,20.121,0.334675072,1
y1028fqh9nj5jmwtjiulm6,none_first,2,2,0,1,none,task11,4.5,3.8,0.7,0.184210526,4
y1028fqh9nj5jmwtjiulm6,none_first,3,3,0,1,none,task12,4.5,3.3,1.2,0.363636364,1
y1028fqh9nj5jmwtjiulm6,none_first,4,4,0,1,none,task2,200,227.429,27.429,0.120604672,1
y1028fqh9nj5jmwtjiulm6,none_first,5,5,0,1,none,task5,1001,580,421,0.725862069,7
y1028fqh9nj5jmwtjiulm6,none_first,6,6,0,1,none,task6,324,215,109,0.506976744,1
y1028fqh9nj5jmwtjiulm6,none_first,7,7,0,1,none,task7,5.2,2.8,2.4,0.857142857,2
y1028fqh9nj5jmwtjiulm6,none_first,8,8,0,1,none,task9,5,3.2,1.8,0.5625,9
ygzy9gpe7hrp0diversv,reunit_first,1,9,0,1,none,task1,60,60.121,0.121,0.002012608,1
ygzy9gpe7hrp0diversv,reunit_first,2,10,0,1,none,task11,4.5,3.8,0.7,0.184210526,1
ygzy9gpe7hrp0diversv,reunit_first,3,11,0,1,none,task12,4,3.3,0.7,0.212121212,2
ygzy9gpe7hrp0diversv,reunit_first,4,12,0,1,none,task2,350,227.429,122.571,0.538941824,1
ygzy9gpe7hrp0diversv,reunit_first,5,13,0,1,none,task5,548,580,32,0.055172414,2
ygzy9gpe7hrp0diversv,reunit_first,6,14,0,1,none,task6,182,215,33,0.153488372,1
ygzy9gpe7hrp0diversv,reunit_first,7,15,0,1,none,task7,3,2.8,0.2,0.071428571,1
ygzy9gpe7hrp0diversv,reunit_first,8,16,0,1,none,task9,3.5,3.2,0.3,0.09375,1
ym3lgmcw6y37i0l87mo4oylditaa49puzhtoinb5sy8896n7b9,reunit_first,1,9,0,1,none,task1,60,60.121,0.121,0.002012608,1
ym3lgmcw6y37i0l87mo4oylditaa49puzhtoinb5sy8896n7b9,reunit_first,2,10,0,1,none,task11,4.5,3.8,0.7,0.184210526,2
ym3lgmcw6y37i0l87mo4oylditaa49puzhtoinb5sy8896n7b9,reunit_first,3,11,0,1,none,task12,3.5,3.3,0.2,0.060606061,1
ym3lgmcw6y37i0l87mo4oylditaa49puzhtoinb5sy8896n7b9,reunit_first,4,12,0,1,none,task2,225,227.429,2.429,0.010680256,1
ym3lgmcw6y37i0l87mo4oylditaa49puzhtoinb5sy8896n7b9,reunit_first,5,13,0,1,none,task5,400,580,180,0.310344828,1
ym3lgmcw6y37i0l87mo4oylditaa49puzhtoinb5sy8896n7b9,reunit_first,6,14,0,1,none,task6,280,215,65,0.302325581,2
ym3lgmcw6y37i0l87mo4oylditaa49puzhtoinb5sy8896n7b9,reunit_first,7,15,0,1,none,task7,3,2.8,0.2,0.071428571,1
ym3lgmcw6y37i0l87mo4oylditaa49puzhtoinb5sy8896n7b9,reunit_first,8,16,0,1,none,task9,2.5,3.2,0.7,0.21875,1
yzw1cclcko8vvx6rt6hdl1gjllt0529,reunit_first,1,9,0,1,none,task1,60,60.121,0.121,0.002012608,1
yzw1cclcko8vvx6rt6hdl1gjllt0529,reunit_first,2,10,0,1,none,task11,4.4,3.8,0.6,0.157894737,1
yzw1cclcko8vvx6rt6hdl1gjllt0529,reunit_first,3,11,0,1,none,task12,5.5,3.3,2.2,0.666666667,2
yzw1cclcko8vvx6rt6hdl1gjllt0529,reunit_first,4,12,0,1,none,task2,150,227.429,77.429,0.340453504,3
yzw1cclcko8vvx6rt6hdl1gjllt0529,reunit_first,5,13,0,1,none,task5,610,580,30,0.051724138,1
yzw1cclcko8vvx6rt6hdl1gjllt0529,reunit_first,6,14,0,1,none,task6,257,215,42,0.195348837,1
yzw1cclcko8vvx6rt6hdl1gjllt0529,reunit_first,7,15,0,1,none,task7,5.5,2.8,2.7,0.964285714,1
yzw1cclcko8vvx6rt6hdl1gjllt0529,reunit_first,8,16,0,1,none,task9,5,3.2,1.8,0.5625,1
zegqeiv22zxmkj4io81tzrfldldqjjor,none_first,1,1,0,1,none,task1,30,60.121,30.121,0.501006304,1
zegqeiv22zxmkj4io81tzrfldldqjjor,none_first,2,2,0,1,none,task11,3,3.8,0.8,0.210526316,1
zegqeiv22zxmkj4io81tzrfldldqjjor,none_first,3,3,0,1,none,task12,4,3.3,0.7,0.212121212,1
zegqeiv22zxmkj4io81tzrfldldqjjor,none_first,4,4,0,1,none,task2,300,227.429,72.571,0.319092992,5
zegqeiv22zxmkj4io81tzrfldldqjjor,none_first,5,5,0,1,none,task5,800,580,220,0.379310345,2
zegqeiv22zxmkj4io81tzrfldldqjjor,none_first,6,6,0,1,none,task6,253,215,38,0.176744186,3
zegqeiv22zxmkj4io81tzrfldldqjjor,none_first,7,7,0,1,none,task7,4,2.8,1.2,0.428571429,1
zegqeiv22zxmkj4io81tzrfldldqjjor,none_first,8,8,0,1,none,task9,5,3.2,1.8,0.5625,1
zn1ytf5ux7eiw5xv70j54s4isxlmttx8jt7jwixbllw12a9k9,reunit_first,1,9,0,1,none,task1,18,60.121,42.121,0.700603782,1
zn1ytf5ux7eiw5xv70j54s4isxlmttx8jt7jwixbllw12a9k9,reunit_first,2,10,0,1,none,task11,4.5,3.8,0.7,0.184210526,1
zn1ytf5ux7eiw5xv70j54s4isxlmttx8jt7jwixbllw12a9k9,reunit_first,3,11,0,1,none,task12,3,3.3,0.3,0.090909091,1
zn1ytf5ux7eiw5xv70j54s4isxlmttx8jt7jwixbllw12a9k9,reunit_first,4,12,0,1,none,task2,121,227.429,106.429,0.467965827,1
zn1ytf5ux7eiw5xv70j54s4isxlmttx8jt7jwixbllw12a9k9,reunit_first,5,13,0,1,none,task5,550,580,30,0.051724138,8
zn1ytf5ux7eiw5xv70j54s4isxlmttx8jt7jwixbllw12a9k9,reunit_first,6,14,0,1,none,task6,108,215,107,0.497674419,1
zn1ytf5ux7eiw5xv70j54s4isxlmttx8jt7jwixbllw12a9k9,reunit_first,7,15,0,1,none,task7,4,2.8,1.2,0.428571429,7
zn1ytf5ux7eiw5xv70j54s4isxlmttx8jt7jwixbllw12a9k9,reunit_first,8,16,0,1,none,task9,4,3.2,0.8,0.25,1
