assignmentid	workerid	Answer.task	Answer.myanswersA	Answer.myanswersC
3F0BG9B9MPNCKO7K1GZJMARF8KCY75	A2MQ6VUSKCQ9FH	"n03187037::dial,n02871824::boom,n03816394::needle,n03436656::gig,n02789487::bar,n04525038::velvet,n04037443::racer,n04064213::recording system,n02933112::cabinet,n04151581::screen"	::0::0::1::0::0::1::0::1::1::1	::1::1::1::1::1::1::1::1::1::1
34BBWHLWHAB5K3TG56LSS2W8BSPWI1	AQORJW4W8U9YU	"n02789487::bar,n03436656::gig,n04064213::recording system,n03187037::dial,n02871824::boom,n04151581::screen,n02933112::cabinet,n04525038::velvet,n03816394::needle,n04037443::racer"	::0::0::0::1::1::0::1::0::1::0	::1::1::1::1::1::1::1::1::1::1
37Q970SNZE81DGG9DUQL3EC1OD51SM	A7NNR8ZAMCKLU	"n04262678::sound recording,n03058107::coating,n02975589::case,n03959701::plate,n04285008::sports car,n04545471::walker,n03565288::imprint,n02786837::bandsaw,n04341686::structure,n03853291::orchestra pit"	::1::1::1::1::0::1::0::1::0::0	::0::1::1::1::1::1::1::1::1::1
3HL8HNGX451AYGEIBN5FBLB5XZ89FT	A2GZN7DE7UKJRU	"n03565288::imprint,n03058107::coating,n02975589::case,n03853291::orchestra pit,n03959701::plate,n04262678::sound recording,n02786837::bandsaw,n04545471::walker,n04285008::sports car,n04341686::structure"	::0::1::1::0::1::0::0::1::0::0	::1::1::1::1::1::1::1::1::1::1
3LQ8PUHQFLSNNDYRA7ZSRZMLW49IHK	A2SPF0XH4LNRK1	"n04545471::walker,n03058107::coating,n02786837::bandsaw,n03853291::orchestra pit,n04285008::sports car,n03565288::imprint,n03959701::plate,n04262678::sound recording,n02975589::case,n04341686::structure"	::1::1::1::0::0::1::1::1::1::0	::1::0::1::1::1::1::1::1::1::1
3QRYMNZ7FYH56N0D7HT9AQLQTXYTNL	A2OXXHGAM7B0Y	"n02975589::case,n04262678::sound recording,n03853291::orchestra pit,n04285008::sports car,n04545471::walker,n03058107::coating,n03565288::imprint,n02786837::bandsaw,n03959701::plate,n04341686::structure"	::1::1::0::0::1::1::1::1::1::0	::1::1::1::1::1::1::1::1::1::1
3SB5N7Y3O34YGMM0MBS40VAOVAGG0P	A2C57JVPIOH7F2	"n02786837::bandsaw,n04285008::sports car,n03565288::imprint,n03058107::coating,n03959701::plate,n04262678::sound recording,n04341686::structure,n02975589::case,n04545471::walker,n03853291::orchestra pit"	::1::0::0::1::1::0::0::1::1::0	::1::1::1::0::1::1::1::1::1::1
3PJUZCGDJ6G1J14V39Z91TUJAVL982	A10805127APU0J	"n03272810::electric meter,n04354026::summer house,n02935658::cafe,n03098959::control tower,n04301474::standard cell,n03327841::fender,n02777927::balcony,n03463381::ground floor,n04359589::support,n04079244::residence"	::1::0::0::0::1::1::0::0::0::0	::1::1::0::1::0::0::0::1::0::1
3T3IWE1XG6NQ9KD5N9LQEKGVY8GTQ3	AWY5WM7BEBZD8	"n02935658::cafe,n04079244::residence,n04354026::summer house,n03327841::fender,n02777927::balcony,n03098959::control tower,n03272810::electric meter,n03463381::ground floor,n04359589::support,n04301474::standard cell"	::0::0::0::1::0::0::1::0::0::1	::0::0::1::1::1::1::1::0::0::1
308XBLVESI4QPZYO02J5JGKEONMRBG	A3HTLXAPOBCVVO	"n02935658::cafe,n02777927::balcony,n04079244::residence,n03463381::ground floor,n04301474::standard cell,n04354026::summer house,n03098959::control tower,n03327841::fender,n04359589::support,n03272810::electric meter"	::0::0::0::0::1::0::0::0::1::0	::1::1::1::1::0::1::1::1::0::1
323Q6SJS8IG3DMW19ZT7O29TGCGFHP	A2C57JVPIOH7F2	"n02777927::balcony,n04359589::support,n03098959::control tower,n02935658::cafe,n03327841::fender,n04079244::residence,n04301474::standard cell,n03272810::electric meter,n04354026::summer house,n03463381::ground floor"	::0::1::0::0::1::0::1::1::0::0	::1::1::1::1::1::1::1::1::1::1
3WYP994K17RTGOTFI6URGWRJD9Q6YC	A2GZN7DE7UKJRU	"n03272810::electric meter,n04301474::standard cell,n03327841::fender,n04359589::support,n02935658::cafe,n03098959::control tower,n04354026::summer house,n02777927::balcony,n04079244::residence,n03463381::ground floor"	::0::1::0::0::0::0::0::0::0::0	::1::1::1::0::1::1::1::1::1::1
3HWRJOOET520XHALPIL0AYVVDMGESP	A2LKQQ3GNDQ017	"n03691459::loudspeaker,n03221720::door,n03277459::electronic balance,n03179910::desk phone,n04078955::reset,n04104500::roman building,n02959942::car,n03132076::cricket bat,n03945615::pipe,n03467984::gun"	::1::1::1::1::0::0::0::1::1::1	::1::1::1::1::0::0::1::1::0::1
3TGOYF991XMX1QZB4NV5THZMK7VUU2	A2C57JVPIOH7F2	"n03277459::electronic balance,n03467984::gun,n03221720::door,n03179910::desk phone,n04078955::reset,n03945615::pipe,n04104500::roman building,n03132076::cricket bat,n03691459::loudspeaker,n02959942::car"	::1::0::1::1::1::1::0::1::1::0	::1::1::1::1::1::1::1::1::1::1
3YMU66OBIN89RMSWKJZP6N95HRGHGQ	A2UHEMRALXKUCF	"n04078955::reset,n03277459::electronic balance,n03691459::loudspeaker,n03179910::desk phone,n03132076::cricket bat,n03467984::gun,n02959942::car,n03221720::door,n03945615::pipe,n04104500::roman building"	::1::1::1::1::1::0::0::1::1::0	::1::1::1::1::1::1::1::1::1::1
30IQTZXKAK6928HQBLS8OHAJY0BX0X	A2SPF0XH4LNRK1	"n03221720::door,n04104500::roman building,n03179910::desk phone,n03945615::pipe,n03691459::loudspeaker,n04078955::reset,n03467984::gun,n03277459::electronic balance,n02959942::car,n03132076::cricket bat"	::1::0::1::1::1::0::0::1::0::1	::1::1::1::1::1::1::1::1::1::1
3R3YRB5GRF3DMHLDYIEETGNSD47UAU	A2OXXHGAM7B0Y	"n03221720::door,n04104500::roman building,n04078955::reset,n03691459::loudspeaker,n03179910::desk phone,n02959942::car,n03467984::gun,n03277459::electronic balance,n03132076::cricket bat,n03945615::pipe"	::1::0::0::1::1::0::0::1::1::1	::1::1::1::1::1::1::1::1::1::1
3IAS3U3I0FG9LFH3LC44I8C6CVX2B3	A757KD6CSFAKF	"n04263257::soup bowl,n02867592::bomb calorimeter,n03842012::office building,n03502897::header,n04199027::shoe,n03801671::music school,n03816136::needle,n03733644::measure,n02783324::ballroom,n03532342::hook"	::1::0::0::1::1::0::1::1::0::1	::1::1::1::1::1::1::1::1::1::1
3ZY8KE4ISJ35MCHUS4L5F24GVTZQVJ	A2OXXHGAM7B0Y	"n03816136::needle,n02783324::ballroom,n02867592::bomb calorimeter,n03532342::hook,n03502897::header,n04199027::shoe,n03733644::measure,n03801671::music school,n04263257::soup bowl,n03842012::office building"	::1::0::0::1::0::1::1::0::1::0	::1::1::1::1::1::1::1::1::1::1
3FTOP5WARFO87OC1UHD7X824N2X0JD	A2MQ6VUSKCQ9FH	"n03842012::office building,n03816136::needle,n02867592::bomb calorimeter,n04199027::shoe,n04263257::soup bowl,n03532342::hook,n03502897::header,n03733644::measure,n03801671::music school,n02783324::ballroom"	::0::1::0::1::1::1::0::0::0::0	::1::1::1::1::1::1::1::0::1::1
3TE3O857308W1MYSH9QUINHAUHC2RS	A2C57JVPIOH7F2	"n03733644::measure,n03801671::music school,n02783324::ballroom,n04199027::shoe,n03532342::hook,n04263257::soup bowl,n03842012::office building,n03816136::needle,n03502897::header,n02867592::bomb calorimeter"	::1::0::0::1::1::1::0::1::0::0	::1::1::1::1::1::1::1::1::1::1
340UGXU9DY1XE5OB9D5AP315YE8VUW	A2SPF0XH4LNRK1	"n04199027::shoe,n03801671::music school,n02783324::ballroom,n03733644::measure,n03502897::header,n02867592::bomb calorimeter,n03842012::office building,n04263257::soup bowl,n03532342::hook,n03816136::needle"	::1::0::0::1::1::0::0::1::1::1	::1::1::1::1::1::1::1::1::1::1
3NS0A6KXC48VI7SQQ55W6UDADHQGZ8	A2C57JVPIOH7F2	"n04483073::trigger,n04020298::pulley,n04204755::short circuit,n03242995::drive,n03492250::harbor,n03779000::module,n03639497::land line,n03318294::fairy light,n03691817::lounge,n04520170::van"	::1::1::1::1::0::0::1::1::0::1	::1::1::1::1::1::1::1::1::1::1
37ZHEEHM6WMB4LAWCV6TWGV2ZJD734	A2OXXHGAM7B0Y	"n03691817::lounge,n04204755::short circuit,n04020298::pulley,n04520170::van,n03779000::module,n03639497::land line,n03242995::drive,n04483073::trigger,n03492250::harbor,n03318294::fairy light"	::0::0::1::0::0::0::1::0::0::1	::1::1::1::1::1::1::1::1::1::1
3X4MXAO0BGOID2WZVTF16UXZYO2RWU	AWY5WM7BEBZD8	"n03639497::land line,n04483073::trigger,n04520170::van,n04204755::short circuit,n03691817::lounge,n03492250::harbor,n03242995::drive,n04020298::pulley,n03779000::module,n03318294::fairy light"	::0::0::0::0::0::0::0::1::0::0	::0::1::1::0::1::1::0::1::1::0
38JBBYETQOAHVW8AZHPICVFPZ6F4EA	A2UHEMRALXKUCF	"n03492250::harbor,n03779000::module,n03691817::lounge,n03242995::drive,n04520170::van,n04204755::short circuit,n03318294::fairy light,n04020298::pulley,n04483073::trigger,n03639497::land line"	::0::0::0::1::0::1::1::1::0::1	::1::1::1::1::1::1::1::1::1::1
39PAAFCODM0IES9M98F0K7F3F00VT4	A2SPF0XH4LNRK1	"n03242995::drive,n03492250::harbor,n04483073::trigger,n04520170::van,n03779000::module,n03691817::lounge,n04020298::pulley,n04204755::short circuit,n03318294::fairy light,n03639497::land line"	::1::0::1::0::0::0::1::0::1::1	::1::1::1::1::1::1::1::1::1::1
3TXWC2NHNZQJ2LJ4H75EIKUKMPSS9L	AWY5WM7BEBZD8	"n04459243::tourist class,n03341153::finger,n02715513::anteroom,n02933990::cable,n03458422::grid,n04178190::seventy-eight,n03955296::plane,n02933340::cabinet,n04408871::temporary hookup,n04547592::wall"	::0::0::0::1::1::1::1::1::1::0	::0::1::1::0::0::1::1::1::0::1
3IFS6Q0HJIJCDMC7L1BRVDTN5FJISY	A2C57JVPIOH7F2	"n03458422::grid,n03955296::plane,n04178190::seventy-eight,n02933990::cable,n04547592::wall,n04408871::temporary hookup,n03341153::finger,n02715513::anteroom,n02933340::cabinet,n04459243::tourist class"	::1::1::1::1::0::1::0::0::1::0	::1::1::1::1::1::1::1::1::1::0
3EF8EXOTT1V8EDXJQ0H7BDLESU11JF	A2LCFORIW0NF1S	"n02933340::cabinet,n03341153::finger,n03955296::plane,n04408871::temporary hookup,n04459243::tourist class,n03458422::grid,n02933990::cable,n02715513::anteroom,n04547592::wall,n04178190::seventy-eight"	::1::0::1::1::0::1::1::0::0::0	::0::0::1::0::0::1::1::1::1::0
3D3VGR7TA0FLM4UBL94Z1XM20V8R3O	A2OXXHGAM7B0Y	"n03458422::grid,n03955296::plane,n02715513::anteroom,n04547592::wall,n03341153::finger,n02933340::cabinet,n04178190::seventy-eight,n02933990::cable,n04408871::temporary hookup,n04459243::tourist class"	::1::1::0::0::0::1::1::1::1::0	::1::1::1::1::1::1::1::1::1::1
3RANCT1ZVFHI5RQ54WEAOR7YVMRBU5	A347XXV5JH19PB	"n03955296::plane,n04408871::temporary hookup,n02715513::anteroom,n04459243::tourist class,n03458422::grid,n02933990::cable,n04547592::wall,n03341153::finger,n02933340::cabinet,n04178190::seventy-eight"	::1::0::0::0::0::1::0::0::1::1	::1::1::1::1::1::1::1::0::1::1
3XXU1SWE8MVX6V9X0B0U49ZLXFPA0T	A2BA9Y6VGW6WS1	"n03179701::desk,n03340723::finder,n03433877::generator,n04061793::reception room,n03187153::dial,n04247440::smoking room,n02814338::beach house,n02953673::canvas,n04535252::villa,n03929202::pick"	::0::0::1::0::0::0::0::1::0::1	::1::1::1::1::1::1::1::1::1::1
31Z0PCVWUKFG328QRACKETZ0TIH7TC	A2SPF0XH4LNRK1	"n03929202::pick,n03433877::generator,n02953673::canvas,n03340723::finder,n03187153::dial,n04247440::smoking room,n04061793::reception room,n04535252::villa,n03179701::desk,n02814338::beach house"	::1::1::1::1::1::0::0::0::1::0	::1::1::1::1::1::1::1::1::1::1
3PM8NZGV8YGXQ1MPSJMN3N11B4YQXD	A757KD6CSFAKF	"n03433877::generator,n04247440::smoking room,n03340723::finder,n03187153::dial,n04535252::villa,n03179701::desk,n02814338::beach house,n03929202::pick,n02953673::canvas,n04061793::reception room"	::1::0::1::1::0::1::0::1::1::0	::1::1::1::1::1::1::1::1::1::1
3BF51CHDTVACGIHB6HAMLVMPAAL0H0	A2C57JVPIOH7F2	"n03179701::desk,n03433877::generator,n04061793::reception room,n03187153::dial,n03929202::pick,n02953673::canvas,n03340723::finder,n02814338::beach house,n04535252::villa,n04247440::smoking room"	::1::1::0::1::1::1::1::0::0::0	::1::1::1::1::1::0::1::1::1::1
3EICBYG644WS1G7H6X6RS945WRLCJ9	A1DLTQZ0A87CQ6	"n03340723::finder,n04247440::smoking room,n03433877::generator,n02814338::beach house,n03179701::desk,n02953673::canvas,n03187153::dial,n03929202::pick,n04061793::reception room,n04535252::villa"	::1::0::1::0::1::1::0::1::0::0	::0::1::1::1::1::0::0::1::1::1
3TU5ZICBRD17B0LHKBAVNOK8KVNQ83	A1G187YBG0DVMQ	"n04146976::school system,n04216634::sieve,n03281145::elevator,n04261868::sound film,n03728982::match,n04363210::surface-to-air missile,n04196502::shipping,n02980625::castle,n03273740::electric range,n03940894::pin"	::0::1::0::0::1::0::0::1::1::0	::0::1::1::1::1::1::0::0::1::0
3RU7GD8VPOT4U8ZBYW1B4AUZRT7PSA	A2SPF0XH4LNRK1	"n04146976::school system,n04363210::surface-to-air missile,n03728982::match,n04261868::sound film,n03281145::elevator,n03940894::pin,n02980625::castle,n04196502::shipping,n04216634::sieve,n03273740::electric range"	::0::0::1::1::0::1::1::0::1::1	::1::1::1::1::1::1::1::0::1::1
3IKZ72A5B4GVNIICCXOKTM6P2OFNFW	A3MMAPU4BLGGH7	"n03940894::pin,n03728982::match,n02980625::castle,n04146976::school system,n04196502::shipping,n04216634::sieve,n03273740::electric range,n04261868::sound film,n04363210::surface-to-air missile,n03281145::elevator"	::1::1::1::0::0::1::0::1::0::0	::1::1::1::1::0::1::1::0::1::1
3WYP994K17RTGOTFI6URGWRJD9FY6T	A27O2IILV3S5YS	"n04216634::sieve,n03940894::pin,n04146976::school system,n03273740::electric range,n03728982::match,n04363210::surface-to-air missile,n04261868::sound film,n02980625::castle,n04196502::shipping,n03281145::elevator"	::1::1::0::1::0::0::0::1::0::0	::1::1::0::1::1::1::0::1::0::1
3LRLIPTPEQ9ZJLG144ACNTEUBD2AK6	A347XXV5JH19PB	"n04261868::sound film,n04146976::school system,n03273740::electric range,n03728982::match,n04216634::sieve,n03940894::pin,n03281145::elevator,n04363210::surface-to-air missile,n04196502::shipping,n02980625::castle"	::0::0::1::0::1::1::0::0::0::0	::1::1::1::0::1::0::1::1::0::0
3MB8LZR5BFTGF4751VZ2W7U55PWLKU	A1G187YBG0DVMQ	"n03999992::press,n03647423::launch,n04030274::pyx,n03366823::floor cover,n03920641::pet shop,n03086580::concert hall,n03068181::collar,n03801353::music box,n04214649::sidelight,n03273061::electric motor"	::0::0::1::0::0::0::1::1::1::0	::1::0::1::1::0::1::1::1::1::1
3VZLGYJEYLA64TNGFF50UGD5G7MXZH	AWY5WM7BEBZD8	"n03920641::pet shop,n04214649::sidelight,n03366823::floor cover,n03647423::launch,n03273061::electric motor,n03999992::press,n03801353::music box,n04030274::pyx,n03068181::collar,n03086580::concert hall"	::0::1::1::0::1::1::1::0::0::0	::1::1::1::0::1::1::1::0::1::1
37FMASSAYCRDW0V5AFPW5OJN1R1IB1	AYHD24CB36YYG	"n03647423::launch,n03086580::concert hall,n04214649::sidelight,n03273061::electric motor,n03801353::music box,n03920641::pet shop,n04030274::pyx,n03366823::floor cover,n03068181::collar,n03999992::press"	::1::0::1::1::1::0::1::1::1::1	::1::1::1::1::1::0::0::0::1::0
3JBT3HLQF821VKLPTOVJ03R2E8KZP2	A347XXV5JH19PB	"n03086580::concert hall,n03999992::press,n03801353::music box,n03920641::pet shop,n03366823::floor cover,n04214649::sidelight,n03647423::launch,n03068181::collar,n03273061::electric motor,n04030274::pyx"	::0::1::1::0::1::1::0::0::1::1	::1::1::1::1::1::1::0::1::1::1
30H4UDGLT2I1WDM6EZ5PS1VTZ43MP9	A2OXXHGAM7B0Y	"n04214649::sidelight,n03647423::launch,n03068181::collar,n03086580::concert hall,n03920641::pet shop,n03801353::music box,n03999992::press,n03366823::floor cover,n04030274::pyx,n03273061::electric motor"	::1::0::0::0::0::1::0::1::1::1	::1::1::1::1::1::1::1::1::1::1
34J10VATJFY006XUTXMM0DEMNRZQII	AWY5WM7BEBZD8	"n02667576::abbey,n04413419::terminal,n04125116::safe,n04339638::strip,n03965456::plaza,n03462747::ground,n04329834::storm door,n03322940::farm machine,n03699975::machine,n04077734::rescue equipment"	::0::1::1::0::0::0::1::0::0::1	::0::1::1::1::1::0::1::1::0::0
3GFK2QRXX9HT8FY1YM2Y3TS366E5WV	A2OXXHGAM7B0Y	"n03965456::plaza,n04077734::rescue equipment,n04413419::terminal,n04329834::storm door,n04339638::strip,n03462747::ground,n03699975::machine,n02667576::abbey,n03322940::farm machine,n04125116::safe"	::0::1::1::1::1::0::0::0::0::1	::1::0::1::1::1::1::1::1::1::1
3OLQQLKKNSP7YERV2OCMIX48H36JEH	A2BA9Y6VGW6WS1	"n03322940::farm machine,n03699975::machine,n04125116::safe,n04413419::terminal,n04339638::strip,n04329834::storm door,n03462747::ground,n04077734::rescue equipment,n02667576::abbey,n03965456::plaza"	::0::1::1::1::1::1::0::1::0::0	::1::1::1::1::1::1::0::0::1::1
32KTQ2V7RDFG4Q6ZXA9S6BVEU0L9M1	A347XXV5JH19PB	"n04329834::storm door,n04077734::rescue equipment,n03699975::machine,n02667576::abbey,n04339638::strip,n04413419::terminal,n03462747::ground,n04125116::safe,n03965456::plaza,n03322940::farm machine"	::1::1::1::0::0::1::0::1::0::0	::1::0::1::1::1::1::1::1::1::1
3GFK2QRXX9HT8FY1YM2Y3TS366H5WY	A2I159VITLD19Y	"n03462747::ground,n04077734::rescue equipment,n02667576::abbey,n04125116::safe,n03699975::machine,n03965456::plaza,n04413419::terminal,n04339638::strip,n03322940::farm machine,n04329834::storm door"	::0::1::0::1::1::0::1::1::0::1	::0::0::1::1::1::1::1::1::1::1
3L6L49WXW0XHZDFHOGWF819CMDA453	A2C57JVPIOH7F2	"n03349771::first base,n03751065::mess,n02871824::boom,n04343740::student union,n03682487::lock,n04562935::water tower,n04256520::sofa,n03781683::money belt,n02708224::analog computer,n04415815::test room"	::1::0::1::0::1::0::1::1::1::0	::1::0::1::0::1::1::1::1::1::1
31Q0U3WYDPFFUIWHPRSA8NG51ZW173	AWY5WM7BEBZD8	"n04562935::water tower,n02708224::analog computer,n04256520::sofa,n04343740::student union,n04415815::test room,n03751065::mess,n03682487::lock,n03349771::first base,n02871824::boom,n03781683::money belt"	::0::0::1::0::0::0::1::0::0::1	::1::1::1::1::1::0::1::1::0::1
3ZR9AIQJUB9I46TGRAQ3R6DL55040J	A2OXXHGAM7B0Y	"n04415815::test room,n04562935::water tower,n02871824::boom,n03682487::lock,n03751065::mess,n04343740::student union,n03349771::first base,n02708224::analog computer,n03781683::money belt,n04256520::sofa"	::0::0::1::1::0::0::1::0::1::1	::1::1::1::1::1::1::1::1::1::1
388U7OUMF71P5CVE2MMGZZOVXJPR0U	A347XXV5JH19PB	"n04256520::sofa,n03349771::first base,n04415815::test room,n02871824::boom,n03781683::money belt,n03682487::lock,n02708224::analog computer,n04562935::water tower,n03751065::mess,n04343740::student union"	::1::0::0::1::1::1::1::0::0::0	::1::1::1::1::1::1::1::1::0::0
35GCEFQ6I5OUOVG2VQYCN0O19CTZ3R	A2LKQQ3GNDQ017	"n03349771::first base,n04562935::water tower,n04256520::sofa,n02708224::analog computer,n04343740::student union,n03682487::lock,n02871824::boom,n03781683::money belt,n03751065::mess,n04415815::test room"	::0::0::1::0::0::1::1::1::0::0	::1::1::1::1::0::1::0::1::0::0
3IAS3U3I0FG9LFH3LC44I8C6CVU2B0	A1G187YBG0DVMQ	"n03501288::head,n04567746::weather ship,n04254680::soccer ball,n04247440::smoking room,n03483637::hand brake,n03790755::motor hotel,n03094159::contact,n03531447::hood,n03896984::passkey,n03196217::digital clock"	::1::0::1::0::0::0::1::0::1::1	::0::1::1::1::1::1::1::1::1::1
3WS1NTTKEYCS2MQ5BRMMIAACUV50FZ	AQORJW4W8U9YU	"n03790755::motor hotel,n03531447::hood,n03483637::hand brake,n03094159::contact,n04567746::weather ship,n03896984::passkey,n03501288::head,n04254680::soccer ball,n04247440::smoking room,n03196217::digital clock"	::0::0::0::1::0::0::1::1::0::1	::1::1::1::1::1::1::1::1::1::1
39LNWE0K4UWSSZ4BA66RAEBBQC2IUC	AWY5WM7BEBZD8	"n04247440::smoking room,n03531447::hood,n03483637::hand brake,n03196217::digital clock,n03896984::passkey,n03790755::motor hotel,n04254680::soccer ball,n04567746::weather ship,n03501288::head,n03094159::contact"	::0::1::1::1::1::0::1::0::0::1	::0::1::1::1::1::1::1::1::0::1
3FIUS151DV2VRQXL0DH7LNX42RYGGL	A2C57JVPIOH7F2	"n03094159::contact,n03531447::hood,n03196217::digital clock,n04567746::weather ship,n04254680::soccer ball,n03483637::hand brake,n04247440::smoking room,n03896984::passkey,n03501288::head,n03790755::motor hotel"	::1::1::1::0::1::1::0::1::1::0	::1::1::1::1::1::1::1::1::1::1
3V0Z7YWSIY0OUTF9QTV4JK6DFNK2VG	A347XXV5JH19PB	"n04247440::smoking room,n03196217::digital clock,n03501288::head,n03531447::hood,n03483637::hand brake,n03094159::contact,n04567746::weather ship,n03896984::passkey,n03790755::motor hotel,n04254680::soccer ball"	::0::1::0::0::0::0::0::0::0::1	::1::1::1::1::1::1::1::1::1::1
31IBVUNM9SZ8VNRLEOAB3302ORNVFR	A347XXV5JH19PB	"n02742753::arrow,n03916031::perfume,n03878066::palace,n04161358::seat,n03814727::neckcloth,n03604843::jumper cable,n03680942::local,n03271030::electric chair,n03870672::pack,n03739518::medical building"	::1::1::0::1::1::1::0::0::1::0	::1::1::1::1::1::1::0::1::1::1
31HQ4X3T3SAE3NKD6484NTLFMJKLSM	A2C57JVPIOH7F2	"n03870672::pack,n03680942::local,n03271030::electric chair,n03604843::jumper cable,n02742753::arrow,n03739518::medical building,n03878066::palace,n03916031::perfume,n03814727::neckcloth,n04161358::seat"	::1::0::0::1::1::0::0::1::1::1	::1::1::1::1::1::1::1::1::1::1
39ASUFLU6X78TYWKJSRN96CNS1MEX1	A2SPF0XH4LNRK1	"n03878066::palace,n03271030::electric chair,n02742753::arrow,n03870672::pack,n03739518::medical building,n03814727::neckcloth,n03680942::local,n03916031::perfume,n03604843::jumper cable,n04161358::seat"	::0::1::1::1::0::1::0::1::1::1	::1::1::1::1::1::1::0::1::1::1
3ITXP059PWJ88XWD3JWR7E8NIUGSJS	A2OXXHGAM7B0Y	"n03870672::pack,n03739518::medical building,n03814727::neckcloth,n02742753::arrow,n03680942::local,n04161358::seat,n03271030::electric chair,n03916031::perfume,n03604843::jumper cable,n03878066::palace"	::1::0::1::1::0::1::0::1::1::0	::1::1::1::1::1::1::1::0::1::1
